"BEVOEGD GEZAG NUMMER","BEVOEGD GEZAG NAAM","STRAATNAAM","HUISNUMMER-TOEVOEGING","POSTCODE","PLAATSNAAM","GEMEENTENUMMER","GEMEENTENAAM","DENOMINATIE","TELEFOONNUMMER","INTERNETADRES","STRAATNAAM CORRESPONDENTIEADRES","HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES","POSTCODE CORRESPONDENTIEADRES","PLAATSNAAM CORRESPONDENTIEADRES","KVK-NUMMER","ADMINISTRATIEKANTOORNUMMER"
"41256","Stichting Islamitisch Onderwijs Zaanstad","Zuidervaart","2-B","1504 BA","ZAANDAM","0479","ZAANSTAD","Islamitisch","0756162009","www.ibsdehorizon.nl","Zuidervaart","2-B","1504 BA","ZAANDAM","35031291","706"
"41261","Ver. voor Chr. Prim. Onderwijs Noord-Groningen","Borgweg","46","9951 BG","WINSUM GN","0053","WINSUM","Protestants-Christelijk","0595441733","www.vcpong.nl","Postbus","74","9950 AB","WINSUM GN","02073954","780"
"41270","Stichting PCO Accrete","Kraggelaan","6","8064 CT","ZWARTSLUIS","1896","ZWARTEWATERLAND","Protestants-Christelijk","0383865479","www.accrete.nl","Kraggelaan","6","8064 CT","ZWARTSLUIS","05068599","715"
"41278","Ver. v. Pr. Chr. Basisonderw. Wilnis","Stationsweg","7","3648 AN","WILNIS","0736","DE RONDE VENEN","Protestants-Christelijk","0297281614","","Stationsweg","7","3648 AN","WILNIS","30170762","136"
"41282","Stichting De Tjongerwerven Christelijk Primair Onderwijs","Herenweg","27","8435 WN","DONKERBROEK","0085","OOSTSTELLINGWERF","Overige","0516423024","www.detjongerwerven.nl","Herenweg","27","8435 WN","DONKERBROEK","01094332","780"
"41286","Stg. Prot. Chr. Prim. Onderw. Groene Hart","Leidsestraatweg","147","3443 BT","WOERDEN","0632","WOERDEN","Protestants-Christelijk","0348432334","www.spco.nl","Postbus","80","3360 AB","SLIEDRECHT","30178583","136"
"41293","Ver. Protestants Christelijk Basis- onderwijs 'Ichthus'","De Ruyterstraat","7","1271 SR","HUIZEN","0406","HUIZEN","Protestants-Christelijk","0355256961","www.ichthushuizen.nl","Postbus","1048","1270 BA","HUIZEN","32088562","136"
"41296","Stichting Vrijescholen Ithaka","Wouwermanstraat","49-A","2023 XD","HAARLEM","0392","HAARLEM","Algemeen bijzonder","0235272550","www.vsithaka.nl","Postbus","92","2050 AB","OVERVEEN","37097108","722"
"41316","Stg. Prot.-Christ. Bas.onderw. te Leiderdorp","Marjoleintuin","58","2353 PL","LEIDERDORP","0547","LEIDERDORP","Protestants-Christelijk","0715425503","www.pcboleiderdorp.nl","Marjoleintuin","58","2353 PL","LEIDERDORP","40445203","098"
"41324","Stichting Montessori-Onderwijs Z-Holland","Preludeweg","15-17","2402 HB","ALPHEN AAN DEN RIJN","0484","ALPHEN AAN DEN RIJN","Algemeen bijzonder","0172243649","www.montessori-mzh.nl","Preludeweg","15-17","2402 HB","ALPHEN AAN DEN RIJN","27251709","706"
"41335","Stichting Maharishi Onderwijs Nederland","Maasstraat","29","8226 LP","LELYSTAD","0995","LELYSTAD","Algemeen bijzonder","0320250502","www.mbsdefontein.nl","Postbus","20008","8202 AA","LELYSTAD","39067012","780"
"41337","Sticht. Prot. Christ. Onderw. 'Gelderse Vallei'","Varenkamp","3","3773 CL","BARNEVELD","0203","BARNEVELD","Protestants-Christelijk","0342767200","www.pcogeldersevallei.nl","Postbus","200","3770 AE","BARNEVELD","32092549","606"
"41338","Stichting UN1EK onderwijs","Emmastraat","45","3134 CG","VLAARDINGEN","0622","VLAARDINGEN","Overige","0104355611","www.UN1EK.nl","Postbus","3014","3130 CA","VLAARDINGEN","24290419",""
"41340","Stichting Samenwerkingsbestuur Primair Onderwijs Maas & Waal","Van Heemstraweg","53","6651 KH","DRUTEN","0225","DRUTEN","Samenwerking Opb., PC, Alg. Bi","0487541022","www.spommaasenwaal.nl","Van Heemstraweg","53","6651 KH","DRUTEN","11054744",""
"41343","Ver. voor Prot. Christelijk Christelijk Onderw. Hasselt","Prinses Marijkestraat","1","8061 JM","HASSELT","1896","ZWARTEWATERLAND","Protestants-Christelijk","0384775334","www.vpcohasselt.nl","Prinses Marijkestraat","1","8061 JM","HASSELT","08166469","715"
"41345","Stichting Proo Noord-Veluwe","Oosteinde","17","3842 DR","HARDERWIJK","0243","HARDERWIJK","Openbaar","0341466370","www.stichtingproo.nl","Postbus","1194","3840 BD","HARDERWIJK","08111837","722"
"41349","Stichting Openbare Basisscholen Helmond","Scheepsboulevard","1","5705 KZ","HELMOND","0794","HELMOND","Openbaar","0492476766","www.obshelmond.nl","Postbus","877","5700 AW","HELMOND","17150526","947"
"41358","Scholengroep Perspectief","Loodzetter","7","9502 EW","STADSKANAAL","0037","STADSKANAAL","Protestants-Christelijk","0599612612","www.scholengroepperspectief.nl","Loodzetter","7","9502 EW","STADSKANAAL","02078858","715"
"41359","Stichting Vrije Scholen Rijnstreek","Maresingel","19","2316 HA","LEIDEN","0546","LEIDEN","Antroposofisch","","","Maresingel","19","2316 HA","LEIDEN","28095908","098"
"41361","Stichting Radius","Pyter Jurjensstrjitte","8","9051 BS","STIENS","0080","LEEUWARDEN","Openbaar","0582539580","www.stichtingradius.nl","Postbus","31","9050 AA","STIENS","01097904","940"
"41362","Stg. Openbaar Basisonderwijs Duin- en Bollenstreek","Bonnikeplein","24","2201 XA","NOORDWIJK ZH","0575","NOORDWIJK","Openbaar","0718200040","www.obodb.nl","Bonnikeplein","24","2201 XA","NOORDWIJK ZH","28082157","222"
"41364","Stichting De Blauwe Loper","Th. van Doesburgweg","4","1703 DL","HEERHUGOWAARD","0398","HEERHUGOWAARD","Openbaar","0725349982","www.deblauweloper.nl","Th. van Doesburgweg","4","1703 DL","HEERHUGOWAARD","37104980","947"
"41371","Stichting IJsselgraaf","Keppelseweg","56","6999 AR","HUMMELO","1876","BRONCKHORST","Openbaar","0314382990","www.ijsselgraaf.nl","Keppelseweg","56","6999 AR","HUMMELO","09132117",""
"41373","MosaLira Stichting voor leren, onderwijs en opvoeding","Pastoor Habetsstraat","40-A","6217 KM","MAASTRICHT","0935","MAASTRICHT","Overige","0433540133","www.mosalira.nl","Pastoor Habetsstraat","40-A","6217 KM","MAASTRICHT","14075552",""
"41375","Stichting openb. primair onderw. IJmond","Zeilmakerstraat","62","1991 JC","VELSERBROEK","0453","VELSEN","Openbaar","0235201580","www.opoijmond.nl","Zeilmakerstraat","62","1991 JC","VELSERBROEK","34183649","706"
"41376","Stichting Basisonderwijs Gooi en Vechtstreek","Amersfoortsestraatweg","180-C","1272 RR","HUIZEN","0406","HUIZEN","Overige","0355257578","www.talentprimair.nl","Amersfoortsestraatweg","180-C","1272 RR","HUIZEN","32095223","413"
"41385","Stg. voor Christelijk en Algemeen/Neutraal Bijzonder Basisonderwijs Nije Gaast","Dubbelstraat","8-A","8561 BC","BALK","1940","DE FRYSKE MARREN","Algemeen bijzonder","0514602843","www.nijegaast.nl","Dubbelstraat","8-A","8561 BC","BALK","01099790","940"
"41386","Stg. Openbaar Verenigd Onderw. in Gorinchem en de regio","Merwe Donk","10","4207 XB","GORINCHEM","0512","GORINCHEM","Openbaar","0183650440","www.stichtingovo.nl","Merwe Donk","10","4207 XB","GORINCHEM","11056465","696"
"41390","Stg. Openbaar Prim. Onderwijs Zoetermeer","Blauw-roodlaan","156","2718 SK","ZOETERMEER","0637","ZOETERMEER","Overige","0793290825","www.opoz.nl","Blauw-roodlaan","156","2718 SK","ZOETERMEER","27256285","947"
"41396","LOGOS Stichting voor Protestant Christelijk Onderwijs","Meent","24","4141 AC","LEERDAM","0545","LEERDAM","Protestants-Christelijk","0345637980","www.stichting-logos.nl","Meent","24","4141 AC","LEERDAM","11056372","706"
"41398","Stichting AKKOORD! primair openbaar","Wylrehofweg","11","5912 PM","VENLO","0983","VENLO","Overige","0778500029","www.akkoord-po.nl","Postbus","680","5900 AR","VENLO","12049896",""
"41400","Stichting Openb. Primair Onderw. Utrecht","Orteliuslaan","871","3528 BE","UTRECHT","0344","UTRECHT","Openbaar","0302652640","www.spoutrecht.nl","Postbus","9315","3506 GH","UTRECHT","30189395","953"
"41401","Stichting Onderwijs Pr1mair","'t Vaartland","3","2821 LH","STOLWIJK","1931","KRIMPENERWAARD","Openbaar","0102102155","www.onderwijsprimair.nl","'t Vaartland","3","2821 LH","STOLWIJK","24349878","947"
"41407","INOS, Stichting Katholiek Onderwijs Breda","Reduitlaan","31","4814 DC","BREDA","0758","BREDA","Rooms-Katholiek","0765611688","www.inos.nl","Postbus","3513","4800 DM","BREDA","41102508",""
"41413","Stichting Openbaar Primair Onderwijs Noordoost Achterhoek","Korenbree","23","7271 LH","BORCULO","1859","BERKELLAND","Openbaar","0545275166","www.oponoa.nl","Postbus","16","7270 AA","BORCULO","08117581","744"
"41419","Ver. voor P.C. Basisonderwijs in de Gemeente Leeuwarden e.o.","Margaretha de Heerstraat","2","8921 AK","LEEUWARDEN","0080","LEEUWARDEN","Protestants-Christelijk","0582130350","www.pcboleeuwarden.nl","Postbus","1090","8900 CB","LEEUWARDEN","01101624",""
"41421","ALLURE, Stichting openbaar primair onderwijs","Kerkstraat","79-A","1687 AM","WOGNUM","0420","MEDEMBLIK","Openbaar","0226357230","www.stichtingallure.nl","Kerkstraat","79-A","1687 AM","WOGNUM","37109276","715"
"41424","Stg. Chr. Primair Onderwijs Betuwe & Bommelerwaard","Grotebrugse Grintweg","52","4005 AJ","TIEL","0281","TIEL","Protestants-Christelijk","0344617122","www.cpob.nl","Postbus","167","4000 AD","TIEL","11057274","413"
"41425","Vereniging voor Protestants Christelijk onderwijs EN3","Jan Naardingweg","56","7914 PN","NOORDSCHESCHUT","0118","HOOGEVEEN","Protestants-Christelijk","0657054910","www.en3.nl","Jan Naardingweg","56","7914 PN","NOORDSCHESCHUT","04071165","715"
"41434","Stg. Primair Openbaar Onderw. in de Regio Waterland/Oostzaan","Gedempte Singelgracht","18","1441 AP","PURMEREND","0439","PURMEREND","Overige","0299820900","www.opspoor.nl","Postbus","200","1440 AE","PURMEREND","37108920","222"
"41435","Stichting BRAVOO","Prof. Eykmanweg","7-C","5144 ND","WAALWIJK","0867","WAALWIJK","Openbaar","0416283103","www.stichtingbravoo.nl","Postbus","79","5170 AB","KAATSHEUVEL","18072446","401"
"41438","Stg. Reg. Openb. Basisonderw. Surplus","De Verwachting","7","1761 VM","ANNA PAULOWNA","1911","HOLLANDS KROON","Openbaar","0223203000","www.stichtingsurplus.nl","Postbus","79","1760 AB","ANNA PAULOWNA","37109396","401"
"41439","Vereniging voor protestants-christelijk primair onderwijs TriVia","Pleinstraat","13-A","4126 RT","HEI- EN BOEICOP","0707","ZEDERIK","Protestants-Christelijk","0183609440","www.pcpo-trivia.nl","Postbus","80","3360 AB","SLIEDRECHT","11057520","136"
"41440","Stichting Christelijk Onderwijs Over-en Midden-Betuwe","De Heister","1","6681 CV","BEMMEL","1705","LINGEWAARD","Samenwerking PC, RK","0481470555","www.sgomb.nl","Postbus","19","6680 AA","BEMMEL","09139157","136"
"41441","Stichting Librijn openbaar onderwijs","Papsouwselaan","119-D","2624 AK","DELFT","0503","DELFT","Openbaar","0152512280","www.librijn.nl","Postbus","121","2600 AC","DELFT","27263332","706"
"41443","Stichting Invitare Openbaar Onderwijs","Molenstraat","19","5431 BW","CUIJK","1684","CUIJK","Openbaar","0485310263","www.stichting-invitare.nl","Postbus","174","5430 AD","CUIJK","17160875",""
"41444","ACIS Stg. voor Openb. Primair Onderwijs Hoeksche Waard","Biezenvijver","5","3297 GK","PUTTERSHOEK","0585","BINNENMAAS","Openbaar","0786295999","www.acishw.nl","Biezenvijver","5","3297 GK","PUTTERSHOEK","24356117","413"
"41447","Stg. r.-k., Algemeen Bijz. en Openb. Primair Ond. PANTA RHEI","Overgoo","13","2266 JZ","LEIDSCHENDAM","1916","LEIDSCHENDAM-VOORBURG","Samenwerking Opb., RK","0703879900","www.stichtingpantarhei.nl","Postbus","103","2270 AC","VOORBURG","27264261","098"
"41454","Stg. Prot. Christ. Primair en interconf. P.O. regio Westland","Zuidweg","87","2671 MP","NAALDWIJK","1783","WESTLAND","Protestants-Christelijk","0174526950","www.pcpow.nl","Postbus","265","2670 AH","NAALDWIJK","27266193","706"
"41455","Stichting Openbaar Onderwijs Westland","de Savornin Lohmanstraat","1","2672 BB","NAALDWIJK","1783","WESTLAND","Openbaar","0174628572","www.openbaaronderwijswestland.nl","Postbus","154","2670 AD","NAALDWIJK","27265976","065"
"41456","Stichting Openbaar Primair Onderwijs Albrandswaard","Emmastraat","46","3171 AH","POORTUGAAL","0613","ALBRANDSWAARD","Openbaar","0105015977","","Postbus","80","3360 AB","SLIEDRECHT","24362372","136"
"41460","Stichting Trivium","Beatrixstraat","13","6671 AC","ZETTEN","1734","OVERBETUWE","Protestants-Christelijk","0488420612","www.trivium-onderwijs.nl","Postbus","16","6670 AA","ZETTEN","09139767","136"
"41461","Stichting Partners Primair Onderwijs De Link","Bantuinweg","45","3911 MV","RHENEN","0340","RHENEN","Openbaar","0317313132","www.ppodelink.nl","Bantuinweg","45","3911 MV","RHENEN","30197292","744"
"41471","Stichting Openbaar Basisonderwijs West-Brabant","Vijfhuizenberg","157","4708 AJ","ROOSENDAAL","1674","ROOSENDAAL","Openbaar","0165548260","www.obo-wbr.nl","Vijfhuizenberg","157","4708 AJ","ROOSENDAAL","20116029",""
"41472","Stichting Protestants Christelijk Onderwijs Noord Twente","Boddenstraat","54","7607 BN","ALMELO","0141","ALMELO","Protestants-Christelijk","0546539534","www.pcont.nl","Boddenstraat","54","7607 BN","ALMELO","06088229","722"
"41473","Stichting Cambium","Daendelsweg","2-A","8051 DX","HATTEM","0244","HATTEM","Protestants-Christelijk","0578694169","www.stichtingcambium.nl","Postbus","18","8180 AA","HEERDE","05076398","715"
"41476","Stichting ROOS","Haarstraat","83","7462 AL","RIJSSEN","1742","RIJSSEN-HOLTEN","Openbaar","0548538670","www.stichtingroos.nl","Postbus","48","7460 AA","RIJSSEN","08126569","722"
"41478","Stichting Openbaar Onderwijs Primair","Kriekenoord","13","1111 PT","DIEMEN","0384","DIEMEN","Openbaar","0207351123","www.openbaaronderwijsprimair.nl","Kriekenoord","13","1111 PT","DIEMEN","34216611","222"
"41481","Stichting Openbaar Primair Onderwijs Eem-Vallei Educatief","Amsterdamseweg","41","3812 RP","AMERSFOORT","0307","AMERSFOORT","Openbaar","0333031490","www.stev.nl","Amsterdamseweg","41","3812 RP","AMERSFOORT","08126759",""
"41483","Vereniging De Oorsprong voor Prot. chr. onderw. te Doorn","Sitiopark","13","3941 PP","DOORN","1581","UTRECHTSE HEUVELRUG","Protestants-Christelijk","0343579155","www.de-oorsprong.nl","Sitiopark","13","3941 PP","DOORN","30199781","706"
"41487","Spectrum Stichting voor Protest. Christ. Onderw.","Leeuwenhoekweg","18-A","2661 CZ","BERGSCHENHOEK","1621","LANSINGERLAND","Protestants-Christelijk","0105221657","www.spectrum-spco.nl","Leeuwenhoekweg","18-A","2661 CZ","BERGSCHENHOEK","24369392","706"
"41488","Scholengroep Holland, Stichting voor openbaar primair onderwijs","1e Tochtweg","11-3","2913 LN","NIEUWERKERK AD IJSSEL","1892","ZUIDPLAS","Openbaar","0180399673","www.scholengroepholland.nl","1e Tochtweg","11-3","2913 LN","NIEUWERKERK AD IJSSEL","24369573","136"
"41491","De Mare, stichting openbaar basisonderwijs Salland","Monumentstraat","55-D","8102 AK","RAALTE","0177","RAALTE","Openbaar","0572347290","www.de-mare-scholen.nl","Postbus","45","8100 AA","RAALTE","05076558","780"
"41492","Stichting ROOBOL","Kuipersweg","5","9285 SN","BUITENPOST","0059","ACHTKARSPELEN","Openbaar","0511548390","www.roobol.frl","Postbus","6","9285 ZV","BUITENPOST","01104499","780"
"41493","Stichting Openbaar Basisonderwijs Hilversum","Oude Enghweg","2","1217 JC","HILVERSUM","0402","HILVERSUM","Openbaar","0356221370","www.stiphilversum.nl","Oude Enghweg","2","1217 JC","HILVERSUM","32105543","722"
"41494","Stichting Openbaar Primair Onderwijs Winterswijk","Burgemeester Bosmastraat","41","7101 DE","WINTERSWIJK","0294","WINTERSWIJK","Openbaar","0543533887","www.sopow.nl","Postbus","257","7100 AG","WINTERSWIJK","09146777","696"
"41496","Stichting Openbaar Onderwijs Rijn- en Heuvelland","Laan van Vollenhove","3279","3706 AS","ZEIST","0355","ZEIST","Openbaar","","","Postbus","344","3700 AH","ZEIST","30200523",""
"41500","Stichting Openbaar Primair Onderwijs Zuid-Kennemerland","Aerdenhoutsduinweg","1","2111 AN","AERDENHOUT","0377","BLOEMENDAAL","Openbaar","0233031016","www.stopoz.nl","Aerdenhoutsduinweg","1","2111 AN","AERDENHOUT","34217940","706"
"41501","Reflexis Openbaar Basisonderwijs","Hutteweg","113","7071 BV","ULFT","1509","OUDE IJSSELSTREEK","Openbaar","0315215009","www.reflexis.org","Postbus","14","7070 AA","ULFT","55965954","947"
"41502","Stichting Openbaar Primair Onderwijs Goeree-Overflakkee","Emmastraat","11","3255 BD","OUDE-TONGE","1924","GOEREE-OVERFLAKKEE","Openbaar","0187497800","www.sopogo.nl","Postbus","94","3255 ZH","OUDE-TONGE","24370276","940"
"41506","Innovo, Stichting voor Katholiek Onderwijs","Ruys de Beerenbroucklaan","29-A","6417 CC","HEERLEN","0917","HEERLEN","Rooms-Katholiek","0455447144","www.innovo.nl","Postbus","2602","6401 DC","HEERLEN","14083568",""
"41507","Ver. Prot Chr Primair Onderw. op Voorne-Putten Rozenburg","Gemeenlandsedijk Noord","26-B","3216 AG","ABBENBROEK","1930","NISSEWAARD","Protestants-Christelijk","0881454546","www.vcodekring.nl","Gemeenlandsedijk Noord","26-B","3216 AG","ABBENBROEK","24373336","168"
"41514","Stichting Meerkring O.P.O. Amersfoort","Amsterdamseweg","41","3812 RP","AMERSFOORT","0307","AMERSFOORT","Openbaar","0334799817","www.meerkring.nl","Amsterdamseweg","41","3812 RP","AMERSFOORT","32105796",""
"41515","Stichting Hilversumse Montessori Scholen","J.P. Coenstraat","41","1215 KN","HILVERSUM","0402","HILVERSUM","Algemeen bijzonder","0356215057","www.montessorischool-zuid.nl","J.P. Coenstraat","41","1215 KN","HILVERSUM","32106454","722"
"41516","Onderwijsstichting MOVARE","Heyendallaan","55-B","6464 EP","KERKRADE","0928","KERKRADE","Overige","0455466950","www.movare.nl","Postbus","12","6460 AA","KERKRADE","14083755","947"
"41518","Stichting 'Openbaar Primair Onderwijs Dordrecht'","Achterom","87","3311 KB","DORDRECHT","0505","DORDRECHT","Openbaar","0786321616","www.opodordrecht.nl","Postbus","432","3300 AK","DORDRECHT","24374006",""
"41519","Stg. voor Landelijk Onderwijs aan Varende Kleuters (LOVK)","Papeterspad","5","3311 WT","DORDRECHT","0505","DORDRECHT","Overige","0782003333","www.lovk.nl","Papeterspad","5","3311 WT","DORDRECHT","24317911","706"
"41520","Stichting Openbaar Basisonderw. Zeewolde","Flevoweg","68","3891 CB","ZEEWOLDE","0050","ZEEWOLDE","Openbaar","0365221501","www.ssbz.nl","Postbus","5","3890 AA","ZEEWOLDE","39089730","638"
"41522","Stichting Openbaar Prim. Onderw. Almelo","Sluiskade Zuidzijde","187","7607 XT","ALMELO","0141","ALMELO","Openbaar","0546544700","www.opoa.nl","Sluiskade Zuidzijde","187","7607 XT","ALMELO","08133969","722"
"41527","Stichting Klasse","Karnemelksloot","110","2806 BJ","GOUDA","0513","GOUDA","Openbaar","0182622711","www.stichtingklasse.nl","Karnemelksloot","110","2806 BJ","GOUDA","24378407","696"
"41528","Fluenta Sticht. voor P.C.O. id regio Utrecht","Weverstede","33","3431 JS","NIEUWEGEIN","0356","NIEUWEGEIN","Protestants-Christelijk","0306008811","www.fluenta.nl","Weverstede","33","3431 JS","NIEUWEGEIN","30203875",""
"41530","Stichting Samenwerkingsbestuur v Openbaar en Katholiek Onderwijs in Overbetuwe","Hoenderik","9","6662 VM","ELST GLD","1734","OVERBETUWE","Samenwerking Opb., RK","0481353715","www.stisamo.nl","Postbus","210","6660 AE","ELST GLD","09152075","136"
"41532","Ver. v. Pr. Chr. Prim. Onderw. in de Krimpenerwaard","Hoofdstraat","69-A","2861 AL","BERGAMBACHT","1931","KRIMPENERWAARD","Protestants-Christelijk","0182350870","www.pcpokrimpenerwaard.nl","Hoofdstraat","69-A","2861 AL","BERGAMBACHT","24379256","136"
"41534","Educatis","Waterdaal","3","3817 GV","AMERSFOORT","0307","AMERSFOORT","Reformatorisch","0333033123","www.educatis-rpo.nl","Waterdaal","3","3817 GV","AMERSFOORT","30204999",""
"41535","Stichting Wijzer in onderwijs","Burg Van Lierplein","77","3134 ZB","VLAARDINGEN","0622","VLAARDINGEN","Openbaar","0104451000","www.wijzer.nu","Postbus","515","3100 AM","SCHIEDAM","24379944","949"
"41538","Stichting BasisBuren, openb./alg. primair onderwijs","Erichemseweg","2","4116 GC","BUREN GLD","0214","BUREN","Overige","0344691177","www.basisburen.nl","Postbus","700","4116 ZJ","BUREN GLD","11062351","947"
"41544","Stichting Auro voor Openbaar Primair Onderwijs","Rendementsweg","20-B 7","3641 SL","MIJDRECHT","0736","DE RONDE VENEN","Openbaar","0297255116","www.stichtingauro.nl","Postbus","1108","3640 BC","MIJDRECHT","34237417","136"
"41545","Stichting BLICK op onderwijs","Pelikaanweg","1","2903 ER","CAPELLE AAN DEN IJSSEL","0502","CAPELLE AAN DEN IJSSEL","Openbaar","0851050230","www.blickoponderwijs.nl","Postbus","776","2900 AT","CAPELLE AAN DEN IJSSEL","24384672","947"
"41547","Vereniging Montessorischool Kralingen (MSK)","Vredehofweg","21","3062 EK","ROTTERDAM","0599","ROTTERDAM","Algemeen bijzonder","0104527360","www.montessorischoolkralingen.nl","Vredehofweg","21","3062 EK","ROTTERDAM","40347582","401"
